,subject,story,trial,Seen,ResponseType,Informativity,Chosen
2413,A1LOUZD99NZCT2,yoga,low,1,MS,low,0
2414,A1LOUZD99NZCT2,firefighter,high,1,MS,low,0
2415,A1LOUZD99NZCT2,terrorism,high,1,MS,low,0
2416,A1LOUZD99NZCT2,coffee,low,1,MS,low,1
2417,A1LOUZD99NZCT2,operative,high,1,MS,low,1
2418,A1LOUZD99NZCT2,la,low,1,MS,low,0
2419,A2YVC1U50H2B4R,la,low,1,MS,low,0
2420,A2YVC1U50H2B4R,inspector,high,1,MS,low,0
2421,A2YVC1U50H2B4R,yoga,low,1,MS,low,0
2422,A2YVC1U50H2B4R,firefighter,high,1,MS,low,0
2423,A2YVC1U50H2B4R,terrorism,high,1,MS,low,0
2424,A2YVC1U50H2B4R,brother,low,1,MS,low,0
2425,A2YVC1U50H2B4R,fbi,high,1,MS,low,0
2426,A2YVC1U50H2B4R,coffee,low,1,MS,low,0
2427,A2YVC1U50H2B4R,operative,high,1,MS,low,0
2428,A2QWERWB75X8YU,terrorism,high,1,MS,low,0
2429,A2QWERWB75X8YU,pic,low,1,MS,low,0
2430,A2QWERWB75X8YU,operative,high,1,MS,low,0
2431,A2QWERWB75X8YU,brother,low,1,MS,low,0
2432,A2QWERWB75X8YU,la,low,1,MS,low,0
2433,A2QWERWB75X8YU,fbi,high,1,MS,low,1
2434,ACVJ6IUO9QM4R,operative,high,1,MS,low,0
2435,ACVJ6IUO9QM4R,la,low,1,MS,low,1
2436,ACVJ6IUO9QM4R,firefighter,high,1,MS,low,1
2437,ACVJ6IUO9QM4R,inspector,high,1,MS,low,1
2438,ACVJ6IUO9QM4R,terrorism,high,1,MS,low,0
2439,ACVJ6IUO9QM4R,pic,low,1,MS,low,0
2440,A1DIW2K1J89CMO,fbi,high,1,MS,low,0
2441,A1DIW2K1J89CMO,brother,low,1,MS,low,0
2442,A1DIW2K1J89CMO,terrorism,high,1,MS,low,0
2443,A1DIW2K1J89CMO,operative,high,1,MS,low,0
2444,A1DIW2K1J89CMO,coffee,low,1,MS,low,0
2445,A1DIW2K1J89CMO,inspector,high,1,MS,low,0
2446,A1DIW2K1J89CMO,la,low,1,MS,low,0
2447,A1DIW2K1J89CMO,yoga,low,1,MS,low,0
2448,A11FRLH5KWRLBV,fbi,high,1,MS,low,0
2449,A11FRLH5KWRLBV,pic,low,1,MS,low,0
2450,A11FRLH5KWRLBV,inspector,high,1,MS,low,0
2451,A11FRLH5KWRLBV,brother,low,1,MS,low,1
2452,A11FRLH5KWRLBV,operative,high,1,MS,low,0
2453,A11FRLH5KWRLBV,firefighter,high,1,MS,low,0
2454,A2YGAEODJ5SSF6,brother,low,1,MS,low,0
2455,A2YGAEODJ5SSF6,inspector,high,1,MS,low,1
2456,A2YGAEODJ5SSF6,coffee,low,1,MS,low,0
2457,A2YGAEODJ5SSF6,pic,low,1,MS,low,0
2458,A2YGAEODJ5SSF6,terrorism,high,1,MS,low,0
2459,A2DVJ6OMVVYTC7,la,low,1,MS,low,0
2460,A2DVJ6OMVVYTC7,inspector,high,1,MS,low,0
2461,A2DVJ6OMVVYTC7,brother,low,1,MS,low,0
2462,A2DVJ6OMVVYTC7,terrorism,high,1,MS,low,0
2463,A2DVJ6OMVVYTC7,firefighter,high,1,MS,low,0
2464,AA8MK8AWWWL62,coffee,low,1,MS,low,1
2465,AA8MK8AWWWL62,inspector,high,1,MS,low,1
2466,AA8MK8AWWWL62,la,low,1,MS,low,0
2467,AA8MK8AWWWL62,yoga,low,1,MS,low,0
2468,AA8MK8AWWWL62,fbi,high,1,MS,low,1
2469,AA8MK8AWWWL62,brother,low,1,MS,low,0
2470,A10LGIY5HFYMZM,operative,high,1,MS,low,0
2471,A10LGIY5HFYMZM,yoga,low,1,MS,low,0
2472,A10LGIY5HFYMZM,terrorism,high,1,MS,low,0
2473,A10LGIY5HFYMZM,coffee,low,1,MS,low,0
2474,A10LGIY5HFYMZM,firefighter,high,1,MS,low,0
2475,A10LGIY5HFYMZM,pic,low,1,MS,low,0
2476,A10LGIY5HFYMZM,inspector,high,1,MS,low,0
2477,A10LGIY5HFYMZM,la,low,1,MS,low,0
2478,A10LGIY5HFYMZM,fbi,high,1,MS,low,0
2479,A10LGIY5HFYMZM,brother,low,1,MS,low,0
2480,A2LCOTUKCDULAA,firefighter,high,1,MS,low,0
2481,A2LCOTUKCDULAA,fbi,high,1,MS,low,0
2482,A2LCOTUKCDULAA,brother,low,1,MS,low,0
2483,A2LCOTUKCDULAA,inspector,high,1,MS,low,1
2484,A2LCOTUKCDULAA,coffee,low,1,MS,low,0
2485,A2LCOTUKCDULAA,la,low,1,MS,low,0
2486,A35NM2285DUAFH,fbi,high,1,MS,low,0
2487,A35NM2285DUAFH,brother,low,1,MS,low,0
2488,A35NM2285DUAFH,la,low,1,MS,low,0
2489,A35NM2285DUAFH,inspector,high,1,MS,low,1
2490,A35NM2285DUAFH,pic,low,1,MS,low,1
2491,A35NM2285DUAFH,firefighter,high,1,MS,low,1
2492,A2L22HZ50T83UK,firefighter,high,1,MS,low,0
2493,A2L22HZ50T83UK,pic,low,1,MS,low,0
2494,A2L22HZ50T83UK,inspector,high,1,MS,low,0
2495,A2L22HZ50T83UK,brother,low,1,MS,low,0
2496,A2L22HZ50T83UK,operative,high,1,MS,low,0
2497,A2L22HZ50T83UK,fbi,high,1,MS,low,1
2498,A2L22HZ50T83UK,terrorism,high,1,MS,low,1
2499,A1U8HCXVACOGJ8,coffee,low,1,MS,low,1
2500,A1U8HCXVACOGJ8,operative,high,1,MS,low,0
2501,A1U8HCXVACOGJ8,yoga,low,1,MS,low,1
2502,A1U8HCXVACOGJ8,firefighter,high,1,MS,low,1
2503,A1U8HCXVACOGJ8,la,low,1,MS,low,1
2504,AWPB724OHY99T,operative,high,1,MS,low,0
2505,AWPB724OHY99T,inspector,high,1,MS,low,0
2506,AWPB724OHY99T,coffee,low,1,MS,low,0
2507,AWPB724OHY99T,terrorism,high,1,MS,low,0
2508,AWPB724OHY99T,yoga,low,1,MS,low,0
2509,AWPB724OHY99T,firefighter,high,1,MS,low,0
2510,AWPB724OHY99T,la,low,1,MS,low,0
2511,AWPB724OHY99T,fbi,high,1,MS,low,0
2512,A25FH7PXC446RG,inspector,high,1,MS,low,0
2513,A25FH7PXC446RG,firefighter,high,1,MS,low,0
2514,A25FH7PXC446RG,yoga,low,1,MS,low,0
2515,A25FH7PXC446RG,fbi,high,1,MS,low,0
2516,A25FH7PXC446RG,la,low,1,MS,low,0
2517,A25FH7PXC446RG,pic,low,1,MS,low,0
2518,A26M997VYVK0E6,yoga,low,1,MS,low,0
2519,A26M997VYVK0E6,inspector,high,1,MS,low,0
2520,A26M997VYVK0E6,la,low,1,MS,low,0
2521,A26M997VYVK0E6,fbi,high,1,MS,low,0
2522,A26M997VYVK0E6,coffee,low,1,MS,low,0
2523,A26M997VYVK0E6,operative,high,1,MS,low,1
2524,A1N4AZ1QXPOPXH,firefighter,high,1,MS,low,0
2525,A1N4AZ1QXPOPXH,operative,high,1,MS,low,0
2526,A1N4AZ1QXPOPXH,brother,low,1,MS,low,0
2527,A1N4AZ1QXPOPXH,la,low,1,MS,low,0
2528,A1N4AZ1QXPOPXH,inspector,high,1,MS,low,0
2529,A1UA911OAE2KFJ,firefighter,high,1,MS,low,0
2530,A1UA911OAE2KFJ,coffee,low,1,MS,low,0
2531,A1UA911OAE2KFJ,inspector,high,1,MS,low,0
2532,A1UA911OAE2KFJ,brother,low,1,MS,low,0
2533,A1UA911OAE2KFJ,operative,high,1,MS,low,0
2534,A1UA911OAE2KFJ,fbi,high,1,MS,low,0
2535,A1UA911OAE2KFJ,yoga,low,1,MS,low,0
2536,A1UA911OAE2KFJ,terrorism,high,1,MS,low,0
2537,A1UA911OAE2KFJ,pic,low,1,MS,low,0
2538,ADZHJZ078THWQ,yoga,low,1,MS,low,0
2539,ADZHJZ078THWQ,inspector,high,1,MS,low,1
2540,ADZHJZ078THWQ,la,low,1,MS,low,0
2541,ADZHJZ078THWQ,pic,low,1,MS,low,0
2542,A1TA2I82B8DJSA,brother,low,1,MS,low,0
2543,A1WOV2JIV5I9VE,fbi,high,1,MS,low,0
2544,A1WOV2JIV5I9VE,pic,low,1,MS,low,0
2545,A1WOV2JIV5I9VE,operative,high,1,MS,low,0
2546,A1WOV2JIV5I9VE,brother,low,1,MS,low,0
2547,A1WOV2JIV5I9VE,coffee,low,1,MS,low,0
2548,A1WOV2JIV5I9VE,yoga,low,1,MS,low,0
2549,A1WOV2JIV5I9VE,firefighter,high,1,MS,low,0
2550,A1P0XSCJ9XAV74,yoga,low,1,MS,low,0
2551,A1P0XSCJ9XAV74,terrorism,high,1,MS,low,0
2552,A1P0XSCJ9XAV74,coffee,low,1,MS,low,0
2553,A1P0XSCJ9XAV74,operative,high,1,MS,low,0
2554,A1P0XSCJ9XAV74,la,low,1,MS,low,0
2555,A1P0XSCJ9XAV74,fbi,high,1,MS,low,0
2556,A1P0XSCJ9XAV74,inspector,high,1,MS,low,0
2557,A1RZR5XTNOFBDE,fbi,high,1,MS,low,0
2558,A1RZR5XTNOFBDE,coffee,low,1,MS,low,0
2559,A1RZR5XTNOFBDE,la,low,1,MS,low,0
2560,A1RZR5XTNOFBDE,operative,high,1,MS,low,0
2561,A1RZR5XTNOFBDE,pic,low,1,MS,low,0
2562,A3OV174HQJIJK8,brother,low,1,MS,low,1
2563,A3OV174HQJIJK8,firefighter,high,1,MS,low,0
2564,A3OV174HQJIJK8,la,low,1,MS,low,0
2565,A3OV174HQJIJK8,operative,high,1,MS,low,0
2566,A3OV174HQJIJK8,yoga,low,1,MS,low,0
2567,A3OV174HQJIJK8,coffee,low,1,MS,low,0
2568,A3OV174HQJIJK8,terrorism,high,1,MS,low,0
2569,AS1QMPXIT1EGX,brother,low,1,MS,low,0
2570,AS1QMPXIT1EGX,terrorism,high,1,MS,low,0
2571,AS1QMPXIT1EGX,la,low,1,MS,low,0
2572,AS1QMPXIT1EGX,firefighter,high,1,MS,low,0
2573,AS1QMPXIT1EGX,yoga,low,1,MS,low,0
2574,A17PAE30BGBO1T,yoga,low,1,MS,low,0
2575,A17PAE30BGBO1T,inspector,high,1,MS,low,0
2576,A17PAE30BGBO1T,fbi,high,1,MS,low,0
2577,A17PAE30BGBO1T,la,low,1,MS,low,0
2578,A2EPBSY0VPI38S,operative,high,1,MS,low,1
2579,A2EPBSY0VPI38S,brother,low,1,MS,low,1
2580,A2EPBSY0VPI38S,fbi,high,1,MS,low,1
2581,A2EPBSY0VPI38S,coffee,low,1,MS,low,1
2582,A2EPBSY0VPI38S,inspector,high,1,MS,low,1
2583,A2EPBSY0VPI38S,firefighter,high,1,MS,low,0
2584,A2GN5L03ZQEOZF,fbi,high,1,MS,low,0
2585,A2GN5L03ZQEOZF,firefighter,high,1,MS,low,1
2586,A2GN5L03ZQEOZF,operative,high,1,MS,low,0
2587,A2GN5L03ZQEOZF,pic,low,1,MS,low,0
2588,A2GN5L03ZQEOZF,la,low,1,MS,low,1
2589,A2EUXA84IMO859,terrorism,high,1,MS,low,0
2590,A2EUXA84IMO859,pic,low,1,MS,low,0
2591,A2EUXA84IMO859,fbi,high,1,MS,low,0
2592,A2EUXA84IMO859,operative,high,1,MS,low,0
2593,A2EUXA84IMO859,brother,low,1,MS,low,0
2594,A2EUXA84IMO859,firefighter,high,1,MS,low,1
2595,A2EUXA84IMO859,yoga,low,1,MS,low,1
2596,A3DB11T127QKJF,fbi,high,1,MS,low,1
2597,A3DB11T127QKJF,brother,low,1,MS,low,1
2598,A3DB11T127QKJF,inspector,high,1,MS,low,1
2599,A3DB11T127QKJF,pic,low,1,MS,low,1
2600,A3DB11T127QKJF,terrorism,high,1,MS,low,1
2601,A3DB11T127QKJF,firefighter,high,1,MS,low,1
2602,A187VXD4ETY6M2,firefighter,high,1,MS,low,0
2603,A187VXD4ETY6M2,pic,low,1,MS,low,0
2604,A187VXD4ETY6M2,brother,low,1,MS,low,1
2605,A187VXD4ETY6M2,operative,high,1,MS,low,0
2606,A187VXD4ETY6M2,inspector,high,1,MS,low,0
2607,A1USR9JCAMDGM3,inspector,high,1,MS,low,0
2608,A1USR9JCAMDGM3,yoga,low,1,MS,low,0
2609,A1USR9JCAMDGM3,fbi,high,1,MS,low,0
2610,A1USR9JCAMDGM3,coffee,low,1,MS,low,0
2611,A1IS0218RVG60K,coffee,low,1,MS,low,0
2612,A1IS0218RVG60K,operative,high,1,MS,low,1
2613,A1IS0218RVG60K,brother,low,1,MS,low,1
2614,A1IS0218RVG60K,inspector,high,1,MS,low,1
2615,A1IS0218RVG60K,la,low,1,MS,low,1
2616,A1IS0218RVG60K,terrorism,high,1,MS,low,1
2617,A39DNHD26OMN4Q,yoga,low,1,MS,low,0
2618,A39DNHD26OMN4Q,coffee,low,1,MS,low,0
2619,A39DNHD26OMN4Q,operative,high,1,MS,low,1
2620,A1V9G7V6ZYACIR,brother,low,1,MS,low,1
2621,A1V9G7V6ZYACIR,inspector,high,1,MS,low,1
2622,A1V9G7V6ZYACIR,pic,low,1,MS,low,1
2623,A1V9G7V6ZYACIR,operative,high,1,MS,low,0
2624,A1V9G7V6ZYACIR,la,low,1,MS,low,1
2625,A1V9G7V6ZYACIR,firefighter,high,1,MS,low,1
2626,A1V9G7V6ZYACIR,yoga,low,1,MS,low,1
2627,AM2KK02JXXW48,brother,low,1,MS,low,1
2628,AM2KK02JXXW48,pic,low,1,MS,low,1
2629,AM2KK02JXXW48,operative,high,1,MS,low,1
2630,AM2KK02JXXW48,coffee,low,1,MS,low,1
2631,AM2KK02JXXW48,yoga,low,1,MS,low,1
2632,AM2KK02JXXW48,la,low,1,MS,low,1
2633,A3L2UB07EZJAMD,operative,high,1,MS,low,0
2634,A3L2UB07EZJAMD,la,low,1,MS,low,0
2635,A3L2UB07EZJAMD,firefighter,high,1,MS,low,0
2636,A3L2UB07EZJAMD,yoga,low,1,MS,low,0
2637,A3L2UB07EZJAMD,fbi,high,1,MS,low,0
2638,A3L2UB07EZJAMD,brother,low,1,MS,low,0
2639,A3L2UB07EZJAMD,inspector,high,1,MS,low,0
2640,A3L2UB07EZJAMD,pic,low,1,MS,low,0
2641,A28SYXQL3YOKVL,inspector,high,1,MS,low,1
2642,A28SYXQL3YOKVL,yoga,low,1,MS,low,1
2643,A28SYXQL3YOKVL,fbi,high,1,MS,low,1
2644,A28SYXQL3YOKVL,terrorism,high,1,MS,low,1
2645,A28SYXQL3YOKVL,operative,high,1,MS,low,1
2646,A1CY01G7686ORZ,operative,high,1,MS,low,0
2647,A1CY01G7686ORZ,inspector,high,1,MS,low,0
2648,A1CY01G7686ORZ,la,low,1,MS,low,0
2649,A1CY01G7686ORZ,terrorism,high,1,MS,low,0
2650,A2QKM3JUFWBSMO,coffee,low,1,MS,low,0
2651,A2QKM3JUFWBSMO,yoga,low,1,MS,low,0
2652,A2QKM3JUFWBSMO,firefighter,high,1,MS,low,0
2653,A2QKM3JUFWBSMO,brother,low,1,MS,low,1
2654,A2QKM3JUFWBSMO,la,low,1,MS,low,0
2655,A7SXWHGK8B40R,firefighter,high,1,MS,low,1
2656,A7SXWHGK8B40R,yoga,low,1,MS,low,0
2657,A7SXWHGK8B40R,terrorism,high,1,MS,low,0
2658,A7SXWHGK8B40R,inspector,high,1,MS,low,0
2659,A7SXWHGK8B40R,coffee,low,1,MS,low,0
2660,A7SXWHGK8B40R,pic,low,1,MS,low,0
2661,A230GPTWWF3SE7,yoga,low,1,MS,low,0
2662,A230GPTWWF3SE7,inspector,high,1,MS,low,0
2663,A230GPTWWF3SE7,fbi,high,1,MS,low,1
2664,A230GPTWWF3SE7,la,low,1,MS,low,1
2665,A230GPTWWF3SE7,operative,high,1,MS,low,0
2666,A2RMJNF6IPI42F,brother,low,1,MS,low,0
2667,A2RMJNF6IPI42F,firefighter,high,1,MS,low,0
2668,A2RMJNF6IPI42F,inspector,high,1,MS,low,0
2669,A2RMJNF6IPI42F,terrorism,high,1,MS,low,0
2670,A2RMJNF6IPI42F,pic,low,1,MS,low,0
2671,A2RMJNF6IPI42F,fbi,high,1,MS,low,0
2672,A2GTL8ODM5JYA2,inspector,high,1,MS,low,0
2673,A2GTL8ODM5JYA2,coffee,low,1,MS,low,0
2674,A2GTL8ODM5JYA2,firefighter,high,1,MS,low,1
2675,A2GTL8ODM5JYA2,brother,low,1,MS,low,0
2676,A2GTL8ODM5JYA2,operative,high,1,MS,low,1
2677,A2GTL8ODM5JYA2,terrorism,high,1,MS,low,0
2678,A2GTL8ODM5JYA2,pic,low,1,MS,low,0
2679,A1GKD3NG1NNHRP,terrorism,high,1,MS,low,0
2680,A1GKD3NG1NNHRP,fbi,high,1,MS,low,0
2681,A1GKD3NG1NNHRP,pic,low,1,MS,low,0
2682,A1GKD3NG1NNHRP,firefighter,high,1,MS,low,0
2683,A1GKD3NG1NNHRP,inspector,high,1,MS,low,0
2684,A1GKD3NG1NNHRP,la,low,1,MS,low,0
2685,A1GKD3NG1NNHRP,operative,high,1,MS,low,0
2686,A3JLE2LJ5I17E2,pic,low,1,MS,low,1
2687,A3JLE2LJ5I17E2,coffee,low,1,MS,low,0
2688,A3JLE2LJ5I17E2,firefighter,high,1,MS,low,0
2689,A39A8K2UX0U05W,yoga,low,1,MS,low,1
2690,A39A8K2UX0U05W,fbi,high,1,MS,low,0
2691,A39A8K2UX0U05W,la,low,1,MS,low,0
2692,A39A8K2UX0U05W,firefighter,high,1,MS,low,0
2693,A39A8K2UX0U05W,coffee,low,1,MS,low,0
2694,AN098C29EGJ6,yoga,low,1,MS,low,0
2695,AN098C29EGJ6,brother,low,1,MS,low,0
2696,AN098C29EGJ6,terrorism,high,1,MS,low,0
2697,AN098C29EGJ6,coffee,low,1,MS,low,0
2698,AN098C29EGJ6,pic,low,1,MS,low,0
2699,AN098C29EGJ6,inspector,high,1,MS,low,0
2700,A3OB6REG5CGHK1,firefighter,high,1,MS,low,0
2701,A3OB6REG5CGHK1,la,low,1,MS,low,0
2702,A3OB6REG5CGHK1,yoga,low,1,MS,low,0
2703,A3OB6REG5CGHK1,terrorism,high,1,MS,low,0
2704,A3OB6REG5CGHK1,brother,low,1,MS,low,0
2705,A3OB6REG5CGHK1,operative,high,1,MS,low,0
2706,A3HTLXAPOBCVVO,operative,high,1,MS,low,1
2707,A3HTLXAPOBCVVO,coffee,low,1,MS,low,0
2708,A3HTLXAPOBCVVO,pic,low,1,MS,low,0
2709,A3HTLXAPOBCVVO,fbi,high,1,MS,low,0
2710,A3HTLXAPOBCVVO,inspector,high,1,MS,low,0
2711,ABL3H3O3BI8ZD,fbi,high,1,MS,low,0
2712,ABL3H3O3BI8ZD,terrorism,high,1,MS,low,1
2713,ABL3H3O3BI8ZD,la,low,1,MS,low,1
2714,ABL3H3O3BI8ZD,inspector,high,1,MS,low,0
2715,ABL3H3O3BI8ZD,firefighter,high,1,MS,low,1
2716,ABL3H3O3BI8ZD,pic,low,1,MS,low,1
2717,A3SHLGG66PJXEB,inspector,high,1,MS,low,1
2718,A3SHLGG66PJXEB,la,low,1,MS,low,0
2719,A3SHLGG66PJXEB,fbi,high,1,MS,low,1
2720,A3SHLGG66PJXEB,pic,low,1,MS,low,1
2721,A3SHLGG66PJXEB,operative,high,1,MS,low,1
2722,A20MYUKGSXUKM7,coffee,low,1,MS,low,1
2723,A20MYUKGSXUKM7,firefighter,high,1,MS,low,1
2724,A20MYUKGSXUKM7,yoga,low,1,MS,low,1
2725,A20MYUKGSXUKM7,la,low,1,MS,low,1
2726,A20MYUKGSXUKM7,brother,low,1,MS,low,1
2727,A20MYUKGSXUKM7,terrorism,high,1,MS,low,1
2728,A20MYUKGSXUKM7,pic,low,1,MS,low,1
2729,A2OFN0A5CPLH57,inspector,high,1,MS,low,1
2730,A2OFN0A5CPLH57,coffee,low,1,MS,low,1
2731,A2OFN0A5CPLH57,pic,low,1,MS,low,1
2732,A2OFN0A5CPLH57,la,low,1,MS,low,1
2733,A2OFN0A5CPLH57,fbi,high,1,MS,low,0
2734,A2OFN0A5CPLH57,yoga,low,1,MS,low,1
2735,A23A1WMFNPETYQ,yoga,low,1,MS,low,0
2736,A23A1WMFNPETYQ,brother,low,1,MS,low,0
2737,A23A1WMFNPETYQ,coffee,low,1,MS,low,0
2738,A23A1WMFNPETYQ,la,low,1,MS,low,0
2739,A23A1WMFNPETYQ,inspector,high,1,MS,low,0
2740,A23A1WMFNPETYQ,pic,low,1,MS,low,0
2741,A23A1WMFNPETYQ,operative,high,1,MS,low,0
2742,AR4XFM7G1W0VQ,brother,low,1,MS,low,1
2743,AR4XFM7G1W0VQ,fbi,high,1,MS,low,1
2744,AR4XFM7G1W0VQ,yoga,low,1,MS,low,1
2745,AR4XFM7G1W0VQ,coffee,low,1,MS,low,1
2746,AR4XFM7G1W0VQ,operative,high,1,MS,low,1
2747,AR4XFM7G1W0VQ,la,low,1,MS,low,1
2748,AR4XFM7G1W0VQ,firefighter,high,1,MS,low,1
2749,AR4XFM7G1W0VQ,pic,low,1,MS,low,1
2750,AR4XFM7G1W0VQ,inspector,high,1,MS,low,1
2751,A1QA5EWFMNKGTA,brother,low,1,MS,low,0
2752,A1QA5EWFMNKGTA,firefighter,high,1,MS,low,0
2753,A1QA5EWFMNKGTA,operative,high,1,MS,low,1
2754,A1QA5EWFMNKGTA,terrorism,high,1,MS,low,0
2755,A1QA5EWFMNKGTA,coffee,low,1,MS,low,1
2756,A1QA5EWFMNKGTA,fbi,high,1,MS,low,0
2757,A2F2DDH12YU4AK,inspector,high,1,MS,low,0
2758,A2F2DDH12YU4AK,coffee,low,1,MS,low,0
2759,A2F2DDH12YU4AK,terrorism,high,1,MS,low,0
2760,A2F2DDH12YU4AK,la,low,1,MS,low,0
2761,A2F2DDH12YU4AK,operative,high,1,MS,low,0
2762,A2F2DDH12YU4AK,pic,low,1,MS,low,0
2763,A2F2DDH12YU4AK,fbi,high,1,MS,low,0
2764,A20J7F7PKEZZV2,pic,low,1,MS,low,0
2765,A20J7F7PKEZZV2,operative,high,1,MS,low,0
2766,A20J7F7PKEZZV2,yoga,low,1,MS,low,0
2767,A20J7F7PKEZZV2,inspector,high,1,MS,low,1
2768,A20J7F7PKEZZV2,la,low,1,MS,low,0
2769,A20J7F7PKEZZV2,brother,low,1,MS,low,1
2770,A20J7F7PKEZZV2,firefighter,high,1,MS,low,0
2771,AONJLTBODD2WN,la,low,1,MS,low,1
2772,AONJLTBODD2WN,coffee,low,1,MS,low,1
2773,AONJLTBODD2WN,yoga,low,1,MS,low,1
2774,AONJLTBODD2WN,inspector,high,1,MS,low,1
2775,AONJLTBODD2WN,pic,low,1,MS,low,1
2776,AONJLTBODD2WN,firefighter,high,1,MS,low,1
2777,A1NLW5ZS2WQR35,terrorism,high,1,MS,low,1
2778,A1NLW5ZS2WQR35,firefighter,high,1,MS,low,1
2779,A1NLW5ZS2WQR35,fbi,high,1,MS,low,0
2780,A1NLW5ZS2WQR35,pic,low,1,MS,low,0
2781,A1NLW5ZS2WQR35,brother,low,1,MS,low,0
2782,A1NLW5ZS2WQR35,inspector,high,1,MS,low,0
2783,A1NLW5ZS2WQR35,yoga,low,1,MS,low,0
2784,A5BMKZRGHNSRT,brother,low,1,MS,low,1
2785,A5BMKZRGHNSRT,yoga,low,1,MS,low,0
2786,A5BMKZRGHNSRT,coffee,low,1,MS,low,0
2787,A5BMKZRGHNSRT,pic,low,1,MS,low,0
2788,AOKTAHY4F4J2B,firefighter,high,1,MS,low,1
2789,AOKTAHY4F4J2B,terrorism,high,1,MS,low,1
2790,AOKTAHY4F4J2B,la,low,1,MS,low,0
2791,AOKTAHY4F4J2B,brother,low,1,MS,low,0
2792,AOKTAHY4F4J2B,inspector,high,1,MS,low,0
2793,A2CF2BD4Q0ZDJN,brother,low,1,MS,low,0
2794,A2CF2BD4Q0ZDJN,fbi,high,1,MS,low,0
2795,A2CF2BD4Q0ZDJN,inspector,high,1,MS,low,0
2796,A3VTOW7WLPTBRR,fbi,high,1,MS,low,0
2797,A3VTOW7WLPTBRR,yoga,low,1,MS,low,1
2798,A3VTOW7WLPTBRR,firefighter,high,1,MS,low,0
2799,A3VTOW7WLPTBRR,inspector,high,1,MS,low,1
2800,A3VTOW7WLPTBRR,brother,low,1,MS,low,0
2801,A3VTOW7WLPTBRR,operative,high,1,MS,low,1
2802,A3VTOW7WLPTBRR,coffee,low,1,MS,low,0
2803,A3D2J8FHILXS90,la,low,1,MS,low,0
2804,A3D2J8FHILXS90,operative,high,1,MS,low,1
2805,A3D2J8FHILXS90,brother,low,1,MS,low,0
2806,A3D2J8FHILXS90,inspector,high,1,MS,low,0
2807,A3D2J8FHILXS90,pic,low,1,MS,low,0
2808,A3D2J8FHILXS90,terrorism,high,1,MS,low,0
2809,A3D2J8FHILXS90,fbi,high,1,MS,low,1
2810,A1T3ROSW2LC4FG,fbi,high,1,MS,low,1
2811,A1T3ROSW2LC4FG,la,low,1,MS,low,1
2812,A1T3ROSW2LC4FG,terrorism,high,1,MS,low,0
2813,A1T3ROSW2LC4FG,yoga,low,1,MS,low,1
2814,A1T3ROSW2LC4FG,inspector,high,1,MS,low,0
2815,A1T3ROSW2LC4FG,firefighter,high,1,MS,low,0
2816,A256FHXGSY0E5D,pic,low,1,MS,low,0
2817,A256FHXGSY0E5D,inspector,high,1,MS,low,0
2818,A256FHXGSY0E5D,la,low,1,MS,low,0
2819,A256FHXGSY0E5D,terrorism,high,1,MS,low,0
2820,A2YBZFSUD5OP7W,la,low,1,MS,low,0
2821,A2YBZFSUD5OP7W,pic,low,1,MS,low,0
2822,A2YBZFSUD5OP7W,terrorism,high,1,MS,low,0
2823,A2YBZFSUD5OP7W,operative,high,1,MS,low,0
2824,A2YBZFSUD5OP7W,yoga,low,1,MS,low,0
2825,A2YBZFSUD5OP7W,firefighter,high,1,MS,low,0
2826,A1KVUI9CRV0OVL,fbi,high,1,MS,low,0
2827,A1KVUI9CRV0OVL,la,low,1,MS,low,0
2828,A1KVUI9CRV0OVL,yoga,low,1,MS,low,0
2829,A1KVUI9CRV0OVL,pic,low,1,MS,low,0
2830,A1KVUI9CRV0OVL,firefighter,high,1,MS,low,1
2831,A1KVUI9CRV0OVL,brother,low,1,MS,low,0
2832,A1931U5JHX67RA,yoga,low,1,MS,low,1
2833,A1931U5JHX67RA,brother,low,1,MS,low,1
2834,A1931U5JHX67RA,la,low,1,MS,low,0
2835,AA4D4WHT4HBYW,inspector,high,1,MS,low,1
2836,AA4D4WHT4HBYW,coffee,low,1,MS,low,1
2837,AA4D4WHT4HBYW,firefighter,high,1,MS,low,1
2838,AA4D4WHT4HBYW,la,low,1,MS,low,1
2839,AA4D4WHT4HBYW,terrorism,high,1,MS,low,1
2840,AA4D4WHT4HBYW,yoga,low,1,MS,low,1
2841,AA4D4WHT4HBYW,fbi,high,1,MS,low,1
2842,AA4D4WHT4HBYW,pic,low,1,MS,low,1
2843,A3ROADR7T6811,operative,high,1,MS,low,0
2844,A3ROADR7T6811,yoga,low,1,MS,low,1
2845,A3ROADR7T6811,terrorism,high,1,MS,low,0
2846,A3ROADR7T6811,la,low,1,MS,low,0
2847,A3ROADR7T6811,pic,low,1,MS,low,0
2848,A3ROADR7T6811,firefighter,high,1,MS,low,1
2849,A3ROADR7T6811,brother,low,1,MS,low,1
2850,A3ROADR7T6811,fbi,high,1,MS,low,0
2851,A3ROADR7T6811,coffee,low,1,MS,low,1
2852,A2XRE5QRJYDWDA,inspector,high,1,MS,low,1
2853,A2XRE5QRJYDWDA,pic,low,1,MS,low,0
2854,A2XRE5QRJYDWDA,operative,high,1,MS,low,0
2855,A2XRE5QRJYDWDA,terrorism,high,1,MS,low,0
