"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1273","A2LV5432PV1S39","English",31,"male","control","('why_A_chosen', 'no')","('why_B_chosen', 'no')","('why_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '53831')",""
"1274","A2LV5432PV1S39","English",31,"male","nst","('NST_3a_chosen', 'yes')","('NST_3b_chosen', 'no')","('NST_3c_chosen', 'no')","('NST_3d_chosen', 'yes')","('NST_3e_chosen', 'no')","('_REACTION_TIME_', '108094')"
"1275","A2LV5432PV1S39","English",31,"male","ginz","('ginzwhere_smallgrain_y_chosen', 'yes')","('ginzwhere_smallgrain_n_chosen', 'no')","('_REACTION_TIME_', '5746')","","",""
"1276","A2LV5432PV1S39","English",31,"male","test","('answers_reported', 'placeholderFriend 1 says%2C ""Store A.""%2CFriend 2 says%2C ""Stores A and B.""%2CFriend 3 says%2C ""Stores D and E.""')","('shoes_A_chosen', 'yes')","('shoes_B_chosen', 'yes')","('shoes_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '94707')"
"1277","A2LV5432PV1S39","English",31,"male","nst","('NST_2a_chosen', 'yes')","('NST_2b_chosen', 'yes')","('NST_2c_chosen', 'yes')","('NST_2d_chosen', 'no')","('NST_2e_chosen', 'no')","('_REACTION_TIME_', '11388')"
"1278","A2LV5432PV1S39","English",31,"male","control","('how_guest_A_chosen', 'yes')","('how_guest_B_chosen', 'yes')","('how_guest_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '57685')",""
"1279","A2LV5432PV1S39","English",31,"male","test","('answers_reported', 'placeholderRoommate 1 says%2C ""Stall A.""%2CRoommate 2 says%2C ""Stalls A and B.""%2CRoommate 3 says%2C ""Stall E.""')","('florist_A_chosen', 'yes')","('florist_B_chosen', 'yes')","('florist_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '88782')"
"1280","A2LV5432PV1S39","English",31,"male","ginz","('ginzwhere_largegrain_y_chosen', 'yes')","('ginzwhere_largegrain_n_chosen', 'no')","('_REACTION_TIME_', '4470')","","",""
"1281","A2LV5432PV1S39","English",31,"male","test","('answers_reported', 'placeholderRoommate 1 says%2C ""Cafes A and B.""%2CRoommate 2 says%2C ""Cafe F.""%2CRoommate 3 says%2C ""Cafe A.""')","('coffee_A_chosen', 'yes')","('coffee_B_chosen', 'yes')","('coffee_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '169000')"
"1282","A2LV5432PV1S39","English",31,"male","control","('when_A_chosen', 'no')","('when_B_chosen', 'yes')","('when_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '83675')",""
"1283","A2LV5432PV1S39","English",31,"male","nst","('NST_1a_chosen', 'yes')","('NST_1b_chosen', 'no')","('NST_1c_chosen', 'no')","('NST_1d_chosen', 'yes')","('_REACTION_TIME_', '5449')",""
"1284","A2LV5432PV1S39","English",31,"male","test","('answers_reported', 'placeholderFriend 1 says%2C ""Bookstore A.""%2CFriend 2 says%2C ""Bookstores D and E.""%2CFriend 3 says%2C ""Bookstores A%2C B%2C C%2C D and E.""')","('books_A_chosen', 'yes')","('books_B_chosen', 'yes')","('books_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '125707')"
"1285","A2LV5432PV1S39","English",31,"male","ginz","('ginzwhere_largegrain_y_chosen', 'yes')","('ginzwhere_largegrain_n_chosen', 'no')","('_REACTION_TIME_', '6534')","","",""
"1286","A2LV5432PV1S39","English",31,"male","nst","('NST_4a_chosen', 'no')","('NST_4b_chosen', 'yes')","('_REACTION_TIME_', '3797')","","",""
"1287","A2LV5432PV1S39","English",31,"male","control","('what_A_chosen', 'yes')","('what_B_chosen', 'yes')","('what_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '99700')",""
"1288","A2LV5432PV1S39","English",31,"male","exit_quest","('know_conditons', ""No they're both the same question."")","('difficult', 'No it was simple to read and understand.')","('anything_else', 'No')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '17672')",""
"1289","A1BZNPQ0H7ZSER","English",36,"male","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '2745')","","","",""
"1290","A1BZNPQ0H7ZSER","English",36,"male","train","('train_m_A_chosen', 'no')","('train_m_B_chosen', 'no')","('train_m_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '326499')",""
"1291","A1BZNPQ0H7ZSER","English",36,"male","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '148107')",""
"1292","A1BZNPQ0H7ZSER","English",36,"male","train_end","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '1758')","","","",""
"1293","A1BZNPQ0H7ZSER","English",36,"male","test","('answers_reported', 'placeholderFriend 1 says%2C ""Store A.""%2CFriend 2 says%2C ""Stores A%2C B%2C C%2C D and E.""%2CFriend 3 says%2C ""Stores A and B.""')","('shoes_A_chosen', 'yes')","('shoes_B_chosen', 'yes')","('shoes_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '80575')"
"1294","A1BZNPQ0H7ZSER","English",36,"male","nst","('NST_2a_chosen', 'no')","('NST_2b_chosen', 'yes')","('NST_2c_chosen', 'no')","('NST_2d_chosen', 'no')","('NST_2e_chosen', 'no')","('_REACTION_TIME_', '20733')"
"1295","A1BZNPQ0H7ZSER","English",36,"male","test","('answers_reported', 'placeholderFriend 1 says%2C ""Bookstores A and B.""%2CFriend 2 says%2C ""Bookstores D and E.""%2CFriend 3 says%2C ""Bookstore A.""')","('books_A_chosen', 'yes')","('books_B_chosen', 'yes')","('books_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '42268')"
"1296","A1BZNPQ0H7ZSER","English",36,"male","ginz","('ginzwhere_largegrain_y_chosen', 'yes')","('ginzwhere_largegrain_n_chosen', 'no')","('_REACTION_TIME_', '8090')","","",""
"1297","A1BZNPQ0H7ZSER","English",36,"male","control","('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'yes')","('how_guest_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '97940')",""
"1298","A1BZNPQ0H7ZSER","English",36,"male","nst","('NST_4a_chosen', 'no')","('NST_4b_chosen', 'yes')","('_REACTION_TIME_', '5504')","","",""
"1299","A1BZNPQ0H7ZSER","English",36,"male","test","('answers_reported', 'placeholderRoommate 1 says%2C ""Stall E.""%2CRoommate 2 says%2C ""Stalls A and B.""%2CRoommate 3 says%2C ""Stalls A%2C B%2C C%2C D and E.""')","('florist_A_chosen', 'yes')","('florist_B_chosen', 'yes')","('florist_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '83376')"
"1300","A1BZNPQ0H7ZSER","English",36,"male","ginz","('ginzwhere_smallgrain_y_chosen', 'yes')","('ginzwhere_smallgrain_n_chosen', 'no')","('_REACTION_TIME_', '6815')","","",""
"1301","A1BZNPQ0H7ZSER","English",36,"male","test","('answers_reported', 'placeholderRoommate 1 says%2C ""Cafe A.""%2CRoommate 2 says%2C ""Cafes A%2C B%2C C%2C D and E.""%2CRoommate 3 says%2C ""Cafe E.""')","('coffee_A_chosen', 'yes')","('coffee_B_chosen', 'yes')","('coffee_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '82325')"
"1302","A1BZNPQ0H7ZSER","English",36,"male","control","('why_A_chosen', 'yes')","('why_B_chosen', 'no')","('why_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '14833')",""
"1303","A1BZNPQ0H7ZSER","English",36,"male","nst","('NST_3a_chosen', 'yes')","('NST_3b_chosen', 'no')","('NST_3c_chosen', 'no')","('NST_3d_chosen', 'yes')","('NST_3e_chosen', 'no')","('_REACTION_TIME_', '18931')"
"1304","A1BZNPQ0H7ZSER","English",36,"male","test","('answers_reported', 'placeholderCoworker 1 says%2C ""Dentists D and E.""%2CCoworker 2 says%2C ""Dentists A and B.""%2CCoworker 3 says%2C ""Dentist E.""')","('dentist_A_chosen', 'yes')","('dentist_B_chosen', 'yes')","('dentist_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '12779')"
"1305","A1BZNPQ0H7ZSER","English",36,"male","ginz","('ginzwho_smallgrain_y_chosen', 'yes')","('ginzwho_smallgrain_n_chosen', 'no')","('_REACTION_TIME_', '58893')","","",""
"1306","A1BZNPQ0H7ZSER","English",36,"male","control","('what_A_chosen', 'yes')","('what_B_chosen', 'no')","('what_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '22744')",""
"1307","A1BZNPQ0H7ZSER","English",36,"male","test","('answers_reported', 'placeholderFriend 1 says%2C ""Stylists A and B.""%2CFriend 2 says%2C ""Stylists A%2C B%2C C%2C D and E.""%2CFriend 3 says%2C ""Stylists D and E.""')","('hair_A_chosen', 'yes')","('hair_B_chosen', 'yes')","('hair_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '7258')"
"1308","A1BZNPQ0H7ZSER","English",36,"male","nst","('NST_1a_chosen', 'yes')","('NST_1b_chosen', 'no')","('NST_1c_chosen', 'no')","('NST_1d_chosen', 'yes')","('_REACTION_TIME_', '12165')",""
"1309","A1BZNPQ0H7ZSER","English",36,"male","ginz","('ginzwhere_largegrain_y_chosen', 'yes')","('ginzwhere_largegrain_n_chosen', 'no')","('_REACTION_TIME_', '144458')","","",""
"1310","A1BZNPQ0H7ZSER","English",36,"male","control","('when_A_chosen', 'yes')","('when_B_chosen', 'yes')","('when_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '31807')",""
"1311","A1BZNPQ0H7ZSER","English",36,"male","exit_quest","('know_conditons', 'No%2C they are both asking which restaurants serve brunch%2C and it should be safe to assume that they have access to any of them.')","('difficult', 'no%2C it seemed straightforward if you stuck with grammar rules')","('anything_else', 'no')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '92931')",""
"1312","AC7Z8O1RETQC4","ENGLISH",27,"female","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '1264')","","","",""
"1313","AC7Z8O1RETQC4","ENGLISH",27,"female","train","('train_m_A_chosen', 'no')","('train_m_B_chosen', 'no')","('train_m_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '20526')",""
"1314","AC7Z8O1RETQC4","ENGLISH",27,"female","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '11661')",""
"1315","AC7Z8O1RETQC4","ENGLISH",27,"female","train_end","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '1123')","","","",""
"1316","AC7Z8O1RETQC4","ENGLISH",27,"female","test","('answers_reported', 'placeholderRoommate 1 says%2C ""Cafe E.""%2CRoommate 2 says%2C ""Cafe A.""%2CRoommate 3 says%2C ""Cafes A and B.""')","('coffee_A_chosen', 'yes')","('coffee_B_chosen', 'yes')","('coffee_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '64929')"
"1317","AC7Z8O1RETQC4","ENGLISH",27,"female","ginz","('ginzwho_smallgrain_y_chosen', 'yes')","('ginzwho_smallgrain_n_chosen', 'no')","('_REACTION_TIME_', '7796')","","",""
"1318","AC7Z8O1RETQC4","ENGLISH",27,"female","test","('answers_reported', 'placeholderFriend 1 says%2C ""Stores D and E.""%2CFriend 2 says%2C ""Stores A and B.""%2CFriend 3 says%2C ""Store A.""')","('shoes_A_chosen', 'yes')","('shoes_B_chosen', 'yes')","('shoes_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '4806')"
"1319","AC7Z8O1RETQC4","ENGLISH",27,"female","control","('when_A_chosen', 'yes')","('when_B_chosen', 'yes')","('when_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '24299')",""
"1320","AC7Z8O1RETQC4","ENGLISH",27,"female","nst","('NST_1a_chosen', 'no')","('NST_1b_chosen', 'yes')","('NST_1c_chosen', 'no')","('NST_1d_chosen', 'no')","('_REACTION_TIME_', '43820')",""
"1321","AC7Z8O1RETQC4","ENGLISH",27,"female","ginz","('ginzwhere_smallgrain_y_chosen', 'yes')","('ginzwhere_smallgrain_n_chosen', 'no')","('_REACTION_TIME_', '17374')","","",""
"1322","AC7Z8O1RETQC4","ENGLISH",27,"female","test","('answers_reported', 'placeholderRoommate 1 says%2C ""Stall E.""%2CRoommate 2 says%2C ""Stall F.""%2CRoommate 3 says%2C ""Stalls D and E.""')","('florist_A_chosen', 'yes')","('florist_B_chosen', 'yes')","('florist_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '5220')"
"1323","AC7Z8O1RETQC4","ENGLISH",27,"female","nst","('NST_3a_chosen', 'no')","('NST_3b_chosen', 'yes')","('NST_3c_chosen', 'no')","('NST_3d_chosen', 'no')","('NST_3e_chosen', 'no')","('_REACTION_TIME_', '28372')"
"1324","AC7Z8O1RETQC4","ENGLISH",27,"female","control","('what_A_chosen', 'yes')","('what_B_chosen', 'yes')","('what_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '7478')",""
"1325","AC7Z8O1RETQC4","ENGLISH",27,"female","test","('answers_reported', 'placeholderFriend 1 says%2C ""Bookstore F.""%2CFriend 2 says%2C ""Bookstore E.""%2CFriend 3 says%2C ""Bookstores A%2C B%2C C%2C D and E.""')","('books_A_chosen', 'yes')","('books_B_chosen', 'yes')","('books_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '4701')"
"1326","AC7Z8O1RETQC4","ENGLISH",27,"female","ginz","('ginzwhere_largegrain_y_chosen', 'yes')","('ginzwhere_largegrain_n_chosen', 'no')","('_REACTION_TIME_', '3196')","","",""
"1327","AC7Z8O1RETQC4","ENGLISH",27,"female","test","('answers_reported', 'placeholderCoworker 1 says%2C ""Dentists A and B.""%2CCoworker 2 says%2C ""Dentists D and E.""%2CCoworker 3 says%2C ""Dentist A.""')","('dentist_A_chosen', 'yes')","('dentist_B_chosen', 'yes')","('dentist_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '7644')"
"1328","AC7Z8O1RETQC4","ENGLISH",27,"female","control","('why_A_chosen', 'no')","('why_B_chosen', 'no')","('why_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '50115')",""
"1329","AC7Z8O1RETQC4","ENGLISH",27,"female","nst","('NST_2a_chosen', 'no')","('NST_2b_chosen', 'no')","('NST_2c_chosen', 'yes')","('NST_2d_chosen', 'no')","('NST_2e_chosen', 'no')","('_REACTION_TIME_', '11029')"
"1330","AC7Z8O1RETQC4","ENGLISH",27,"female","test","('answers_reported', 'placeholderFriend 1 says%2C ""Stylist A.""%2CFriend 2 says%2C ""Stylists A and B.""%2CFriend 3 says%2C ""Stylist F.""')","('hair_A_chosen', 'yes')","('hair_B_chosen', 'yes')","('hair_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '10003')"
"1331","AC7Z8O1RETQC4","ENGLISH",27,"female","ginz","('ginzwhere_largegrain_y_chosen', 'yes')","('ginzwhere_largegrain_n_chosen', 'no')","('_REACTION_TIME_', '3077')","","",""
"1332","AC7Z8O1RETQC4","ENGLISH",27,"female","nst","('NST_4a_chosen', 'no')","('NST_4b_chosen', 'yes')","('_REACTION_TIME_', '9060')","","",""
"1333","AC7Z8O1RETQC4","ENGLISH",27,"female","control","('how_guest_A_chosen', 'yes')","('how_guest_B_chosen', 'yes')","('how_guest_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '14861')",""
"1334","AC7Z8O1RETQC4","ENGLISH",27,"female","exit_quest","('know_conditons', 'I CHOOSE NEARABLE HOTEL. I WILL EAT TASTY FOOD AND VARIETIES OF FOOD. SO I GO TO BEST HOTEL IN MY TRIP.')","('difficult', 'LITTLE DIFFICULT')","('anything_else', 'NO')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '718260')",""
"1335","A15SJZQBR8I3B3","English",44,"female","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '31326')","","","",""
"1336","A15SJZQBR8I3B3","English",44,"female","train","('train_m_A_chosen', 'no')","('train_m_B_chosen', 'no')","('train_m_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '75695')",""
"1337","A15SJZQBR8I3B3","English",44,"female","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '77304')",""
"1338","A15SJZQBR8I3B3","English",44,"female","train_end","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '7746')","","","",""
"1339","A15SJZQBR8I3B3","English",44,"female","test","('answers_reported', 'placeholderRoommate 1 says%2C ""Cafe A.""%2CRoommate 2 says%2C ""Cafes A%2C B%2C C%2C D and E.""%2CRoommate 3 says%2C ""Cafes D and E.""')","('coffee_A_chosen', 'no')","('coffee_B_chosen', 'no')","('coffee_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '76268')"
"1340","A15SJZQBR8I3B3","English",44,"female","ginz","('ginzwhere_largegrain_y_chosen', 'yes')","('ginzwhere_largegrain_n_chosen', 'no')","('_REACTION_TIME_', '26151')","","",""
"1341","A15SJZQBR8I3B3","English",44,"female","nst","('NST_1a_chosen', 'yes')","('NST_1b_chosen', 'no')","('NST_1c_chosen', 'no')","('NST_1d_chosen', 'no')","('_REACTION_TIME_', '22802')",""
"1342","A15SJZQBR8I3B3","English",44,"female","test","('answers_reported', 'placeholderRoommate 1 says%2C ""Stalls D and E.""%2CRoommate 2 says%2C ""Stall A.""%2CRoommate 3 says%2C ""Stall E.""')","('florist_A_chosen', 'yes')","('florist_B_chosen', 'yes')","('florist_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '102929')"
"1343","A15SJZQBR8I3B3","English",44,"female","control","('why_A_chosen', 'yes')","('why_B_chosen', 'yes')","('why_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '63094')",""
"1344","A15SJZQBR8I3B3","English",44,"female","ginz","('ginzwhere_smallgrain_y_chosen', 'yes')","('ginzwhere_smallgrain_n_chosen', 'no')","('_REACTION_TIME_', '20844')","","",""
"1345","A15SJZQBR8I3B3","English",44,"female","nst","('NST_4a_chosen', 'no')","('NST_4b_chosen', 'yes')","('_REACTION_TIME_', '9833')","","",""
"1346","A15SJZQBR8I3B3","English",44,"female","test","('answers_reported', 'placeholderFriend 1 says%2C ""Bookstore A.""%2CFriend 2 says%2C ""Bookstores A and B.""%2CFriend 3 says%2C ""Bookstores D and E.""')","('books_A_chosen', 'yes')","('books_B_chosen', 'yes')","('books_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '50070')"
"1347","A15SJZQBR8I3B3","English",44,"female","test","('answers_reported', 'placeholderFriend 1 says%2C ""Stylist E.""%2CFriend 2 says%2C ""Stylists A and B.""%2CFriend 3 says%2C ""Stylists D and E.""')","('hair_A_chosen', 'no')","('hair_B_chosen', 'yes')","('hair_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '78915')"
"1348","A15SJZQBR8I3B3","English",44,"female","control","('what_A_chosen', 'yes')","('what_B_chosen', 'yes')","('what_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '54215')",""
"1349","A15SJZQBR8I3B3","English",44,"female","ginz","('ginzwho_smallgrain_y_chosen', 'yes')","('ginzwho_smallgrain_n_chosen', 'no')","('_REACTION_TIME_', '57510')","","",""
"1350","A15SJZQBR8I3B3","English",44,"female","nst","('NST_3a_chosen', 'yes')","('NST_3b_chosen', 'no')","('NST_3c_chosen', 'no')","('NST_3d_chosen', 'no')","('NST_3e_chosen', 'no')","('_REACTION_TIME_', '37507')"
"1351","A15SJZQBR8I3B3","English",44,"female","test","('answers_reported', 'placeholderFriend 1 says%2C ""Store F.""%2CFriend 2 says%2C ""Store E.""%2CFriend 3 says%2C ""Store A.""')","('shoes_A_chosen', 'yes')","('shoes_B_chosen', 'no')","('shoes_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '63412')"
"1352","A15SJZQBR8I3B3","English",44,"female","control","('when_A_chosen', 'yes')","('when_B_chosen', 'yes')","('when_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '80472')",""
"1353","A15SJZQBR8I3B3","English",44,"female","test","('answers_reported', 'placeholderCoworker 1 says%2C ""Dentists D and E.""%2CCoworker 2 says%2C ""Dentist A.""%2CCoworker 3 says%2C ""Dentists A and B.""')","('dentist_A_chosen', 'yes')","('dentist_B_chosen', 'yes')","('dentist_C_chosen', 'yes')","('no_one_chosen', 'no')","('_REACTION_TIME_', '41082')"
"1354","A15SJZQBR8I3B3","English",44,"female","ginz","('ginzwhere_largegrain_y_chosen', 'no')","('ginzwhere_largegrain_n_chosen', 'no')","('_REACTION_TIME_', '18023')","","",""
"1355","A15SJZQBR8I3B3","English",44,"female","nst","('NST_2a_chosen', 'yes')","('NST_2b_chosen', 'no')","('NST_2c_chosen', 'no')","('NST_2d_chosen', 'no')","('NST_2e_chosen', 'no')","('_REACTION_TIME_', '49318')"
"1356","A15SJZQBR8I3B3","English",44,"female","control","('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'no')","('how_guest_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '54147')",""
"1357","A15SJZQBR8I3B3","English",44,"female","exit_quest","('know_conditons', ""No I would not have responded differently. It's the same question."")","('difficult', 'At times it was difficult. The reason is because I was second guessing myself. ')","('anything_else', 'No.')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '207734')",""
"1358","A12IHTKQFQIPD1","english",34,"male","instructions","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '456392')","","","",""
"1359","A12IHTKQFQIPD1","english",34,"male","train","('train_m_A_chosen', 'no')","('train_m_B_chosen', 'no')","('train_m_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '113563')",""
"1360","A12IHTKQFQIPD1","english",34,"male","train","('train_f_A_chosen', 'no')","('train_f_B_chosen', 'no')","('train_f_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '43679')",""
"1361","A12IHTKQFQIPD1","english",34,"male","train_end","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '2636')","","","",""
"1362","A12IHTKQFQIPD1","english",34,"male","test","('answers_reported', 'placeholderFriend 1 says%2C ""Stores A and B.""%2CFriend 2 says%2C ""Stores A%2C B%2C C%2C D and E.""%2CFriend 3 says%2C ""Store E.""')","('shoes_A_chosen', 'no')","('shoes_B_chosen', 'yes')","('shoes_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '76122')"
"1363","A12IHTKQFQIPD1","english",34,"male","nst","('NST_2a_chosen', 'no')","('NST_2b_chosen', 'no')","('NST_2c_chosen', 'no')","('NST_2d_chosen', 'no')","('NST_2e_chosen', 'yes')","('_REACTION_TIME_', '18909')"
"1364","A12IHTKQFQIPD1","english",34,"male","ginz","('ginzwhere_largegrain_y_chosen', 'yes')","('ginzwhere_largegrain_n_chosen', 'no')","('_REACTION_TIME_', '12743')","","",""
"1365","A12IHTKQFQIPD1","english",34,"male","control","('how_guest_A_chosen', 'no')","('how_guest_B_chosen', 'no')","('how_guest_C_chosen', 'yes')","('none_chosen', 'no')","('_REACTION_TIME_', '54322')",""
"1366","A12IHTKQFQIPD1","english",34,"male","test","('answers_reported', 'placeholderRoommate 1 says%2C ""Stall A.""%2CRoommate 2 says%2C ""Stalls A%2C B%2C C%2C D and E.""%2CRoommate 3 says%2C ""Stall E.""')","('florist_A_chosen', 'no')","('florist_B_chosen', 'yes')","('florist_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '350330')"
"1367","A12IHTKQFQIPD1","english",34,"male","nst","('NST_4a_chosen', 'no')","('NST_4b_chosen', 'yes')","('_REACTION_TIME_', '9526')","","",""
"1368","A12IHTKQFQIPD1","english",34,"male","ginz","('ginzwhere_smallgrain_y_chosen', 'yes')","('ginzwhere_smallgrain_n_chosen', 'no')","('_REACTION_TIME_', '9404')","","",""
"1369","A12IHTKQFQIPD1","english",34,"male","test","('answers_reported', 'placeholderFriend 1 says%2C ""Stylists A%2C B%2C C%2C D and E.""%2CFriend 2 says%2C ""Stylists A and B.""%2CFriend 3 says%2C ""Stylists D and E.""')","('hair_A_chosen', 'yes')","('hair_B_chosen', 'no')","('hair_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '353230')"
"1370","A12IHTKQFQIPD1","english",34,"male","control","('why_A_chosen', 'yes')","('why_B_chosen', 'no')","('why_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '21996')",""
"1371","A12IHTKQFQIPD1","english",34,"male","test","('answers_reported', 'placeholderCoworker 1 says%2C ""Dentist A.""%2CCoworker 2 says%2C ""Dentists A%2C B%2C C%2C D and E.""%2CCoworker 3 says%2C ""Dentist F.""')","('dentist_A_chosen', 'no')","('dentist_B_chosen', 'no')","('dentist_C_chosen', 'no')","('no_one_chosen', 'yes')","('_REACTION_TIME_', '26988')"
"1372","A12IHTKQFQIPD1","english",34,"male","nst","('NST_1a_chosen', 'no')","('NST_1b_chosen', 'no')","('NST_1c_chosen', 'no')","('NST_1d_chosen', 'yes')","('_REACTION_TIME_', '9795')",""
"1373","A12IHTKQFQIPD1","english",34,"male","ginz","('ginzwhere_largegrain_y_chosen', 'yes')","('ginzwhere_largegrain_n_chosen', 'no')","('_REACTION_TIME_', '4509')","","",""
"1374","A12IHTKQFQIPD1","english",34,"male","control","('what_A_chosen', 'no')","('what_B_chosen', 'yes')","('what_C_chosen', 'no')","('none_chosen', 'no')","('_REACTION_TIME_', '24214')",""
"1375","A12IHTKQFQIPD1","english",34,"male","test","('answers_reported', 'placeholderFriend 1 says%2C ""Bookstores D and E.""%2CFriend 2 says%2C ""Bookstore A.""%2CFriend 3 says%2C ""Bookstore E.""')","('books_A_chosen', 'no')","('books_B_chosen', 'yes')","('books_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '9415')"
"1376","A12IHTKQFQIPD1","english",34,"male","test","('answers_reported', 'placeholderRoommate 1 says%2C ""Cafes A and B.""%2CRoommate 2 says%2C ""Cafes D and E.""%2CRoommate 3 says%2C ""Cafe E.""')","('coffee_A_chosen', 'yes')","('coffee_B_chosen', 'no')","('coffee_C_chosen', 'no')","('no_one_chosen', 'no')","('_REACTION_TIME_', '15412')"
"1377","A12IHTKQFQIPD1","english",34,"male","nst","('NST_3a_chosen', 'yes')","('NST_3b_chosen', 'no')","('NST_3c_chosen', 'no')","('NST_3d_chosen', 'no')","('NST_3e_chosen', 'no')","('_REACTION_TIME_', '12716')"
"1378","A12IHTKQFQIPD1","english",34,"male","ginz","('ginzwho_smallgrain_y_chosen', 'yes')","('ginzwho_smallgrain_n_chosen', 'no')","('_REACTION_TIME_', '4976')","","",""
"1379","A12IHTKQFQIPD1","english",34,"male","control","('when_A_chosen', 'no')","('when_B_chosen', 'no')","('when_C_chosen', 'no')","('none_chosen', 'yes')","('_REACTION_TIME_', '34849')",""
"1380","A12IHTKQFQIPD1","english",34,"male","exit_quest","('know_conditons', 'No both questions are nearly identical. ')","('difficult', 'no%2C because it was multiple choice. ')","('anything_else', 'no')","('dummy_checkbox_', 'yes')","('_REACTION_TIME_', '63405')",""
