,subject,story,trial,tense,Seen,ResponseType,Informativity,Chosen
805,A6EJ7EU0KMGPL,test_coffee,low,present,1,MO,high,1
806,A6EJ7EU0KMGPL,test_yarn,low,present,1,MO,high,1
807,A6EJ7EU0KMGPL,test_shoes,low,present,1,MO,high,1
808,A1IJ9VL8YPIE3T,test_books,low,present,1,MO,high,1
809,A1IJ9VL8YPIE3T,test_hair,low,present,1,MO,high,1
810,A3IYDY7TO808Z3,test_coffee,low,present,1,MO,high,1
811,A3IYDY7TO808Z3,test_shoes,low,present,1,MO,high,1
812,A3IYDY7TO808Z3,test_yarn,low,present,1,MO,high,1
813,A3IYDY7TO808Z3,test_hair,low,present,1,MO,high,1
814,A3DEG7PE4RFCWB,test_coffee,low,present,1,MO,high,1
815,A3DEG7PE4RFCWB,test_shoes,low,present,1,MO,high,1
816,AHZ7C7ETHYX3N,test_coffee,low,present,1,MO,high,1
817,AHZ7C7ETHYX3N,test_books,low,present,1,MO,high,1
818,AT13EK8JER5C3,test_hair,low,present,1,MO,high,0
819,AT13EK8JER5C3,test_yarn,low,present,1,MO,high,1
820,AT13EK8JER5C3,test_books,low,present,1,MO,high,0
821,AT13EK8JER5C3,test_coffee,low,present,1,MO,high,1
822,A1AWHHBTJF1XCH,test_yarn,low,present,1,MO,high,0
823,A1AWHHBTJF1XCH,test_coffee,low,present,1,MO,high,0
824,A1AWHHBTJF1XCH,test_shoes,low,present,1,MO,high,0
825,A3OB6REG5CGHK1,test_books,low,present,1,MO,high,0
826,A3OB6REG5CGHK1,test_hair,low,present,1,MO,high,0
827,A3OB6REG5CGHK1,test_coffee,low,present,1,MO,high,1
828,A255V2M0CC1G8L,test_shoes,low,present,1,MO,high,0
829,A255V2M0CC1G8L,test_hair,low,present,1,MO,high,1
830,A255V2M0CC1G8L,test_coffee,low,present,1,MO,high,1
831,A3RL02A3JRAUS4,test_yarn,low,present,1,MO,high,1
832,A3RL02A3JRAUS4,test_books,low,present,1,MO,high,0
833,A3RL02A3JRAUS4,test_shoes,low,present,1,MO,high,0
834,A3RL02A3JRAUS4,test_hair,low,present,1,MO,high,0
835,A13FUEPWBCLBUY,test_coffee,low,present,1,MO,high,1
836,A13FUEPWBCLBUY,test_hair,low,present,1,MO,high,1
837,A13FUEPWBCLBUY,test_books,low,present,1,MO,high,1
838,A1V2H0UF94ATWY,test_yarn,low,present,1,MO,high,1
839,A1V2H0UF94ATWY,test_coffee,low,present,1,MO,high,1
840,A1V2H0UF94ATWY,test_shoes,low,present,1,MO,high,1
841,A2BZY06YRWGEDL,test_shoes,low,present,1,MO,high,1
842,A2BZY06YRWGEDL,test_books,low,present,1,MO,high,1
843,A2BZY06YRWGEDL,test_coffee,low,present,1,MO,high,1
844,A1EQ1LHEEIQ3UA,test_coffee,low,present,1,MO,high,0
845,A1EQ1LHEEIQ3UA,test_hair,low,present,1,MO,high,1
846,AJFVK3O1D7SPE,test_shoes,low,present,1,MO,high,1
847,AJFVK3O1D7SPE,test_yarn,low,present,1,MO,high,1
848,AJFVK3O1D7SPE,test_hair,low,present,1,MO,high,1
849,AJFVK3O1D7SPE,test_coffee,low,present,1,MO,high,1
850,A10T7GP0TH27RB,test_yarn,low,present,1,MO,high,1
851,A10T7GP0TH27RB,test_coffee,low,present,1,MO,high,0
852,A10T7GP0TH27RB,test_hair,low,present,1,MO,high,0
853,A10T7GP0TH27RB,test_shoes,low,present,1,MO,high,0
854,A1GV1POLY1EHJV,test_shoes,low,present,1,MO,high,1
855,A1GV1POLY1EHJV,test_hair,low,present,1,MO,high,1
856,A1GV1POLY1EHJV,test_coffee,low,present,1,MO,high,1
857,A1GV1POLY1EHJV,test_yarn,low,present,1,MO,high,1
858,A36IYIE23IO4HE,test_books,low,present,1,MO,high,1
859,A36IYIE23IO4HE,test_coffee,low,present,1,MO,high,1
860,APLBF6JY2C1QZ,test_hair,low,present,1,MO,high,1
861,APLBF6JY2C1QZ,test_coffee,low,present,1,MO,high,1
862,APLBF6JY2C1QZ,test_shoes,low,present,1,MO,high,1
863,APLBF6JY2C1QZ,test_books,low,present,1,MO,high,1
864,APLBF6JY2C1QZ,test_yarn,low,present,1,MO,high,1
865,AZTHBV93S8U3T,test_yarn,low,present,1,MO,high,0
866,AZTHBV93S8U3T,test_hair,low,present,1,MO,high,1
867,AZTHBV93S8U3T,test_books,low,present,1,MO,high,1
868,AZTHBV93S8U3T,test_shoes,low,present,1,MO,high,1
869,AZTHBV93S8U3T,test_coffee,low,present,1,MO,high,1
870,AY43RJRF8IEBN,test_shoes,low,present,1,MO,high,0
871,AY43RJRF8IEBN,test_hair,low,present,1,MO,high,0
872,AY43RJRF8IEBN,test_books,low,present,1,MO,high,0
873,AY43RJRF8IEBN,test_yarn,low,present,1,MO,high,0
874,A35KO5LPASBFI9,test_coffee,low,present,1,MO,high,1
875,A35KO5LPASBFI9,test_yarn,low,present,1,MO,high,1
876,A35KO5LPASBFI9,test_shoes,low,present,1,MO,high,1
877,A2MM10557W7PLD,test_coffee,low,past,1,MO,low,1
878,A2MM10557W7PLD,test_yarn,low,past,1,MO,low,0
879,A2MM10557W7PLD,test_books,low,past,1,MO,low,0
880,A2MM10557W7PLD,test_hair,low,past,1,MO,low,0
881,A2MM10557W7PLD,test_shoes,low,past,1,MO,low,0
882,A3FFZN4FO3Q789,test_coffee,low,past,1,MO,low,0
883,A3FFZN4FO3Q789,test_yarn,low,past,1,MO,low,0
884,A3FFZN4FO3Q789,test_shoes,low,past,1,MO,low,1
885,A3FFZN4FO3Q789,test_hair,low,past,1,MO,low,0
886,A14NSVH4W27CK0,test_coffee,low,past,1,MO,low,0
887,A14NSVH4W27CK0,test_yarn,low,past,1,MO,low,0
888,A14NSVH4W27CK0,test_books,low,past,1,MO,low,0
889,ALDWVFR4I0V2D,test_books,low,past,1,MO,low,0
890,ALDWVFR4I0V2D,test_coffee,low,past,1,MO,low,0
891,A3GQR89E66AQJY,test_books,low,past,1,MO,low,0
892,A3GQR89E66AQJY,test_coffee,low,past,1,MO,low,0
893,A3GQR89E66AQJY,test_shoes,low,past,1,MO,low,0
894,A25ZLJK1VMAXXQ,test_shoes,low,past,1,MO,low,0
895,A25ZLJK1VMAXXQ,test_hair,low,past,1,MO,low,0
896,A2791MEBSOAD1U,test_coffee,low,past,1,MO,low,0
897,A34B9FXOCN08RW,test_books,low,past,1,MO,low,1
898,A34B9FXOCN08RW,test_shoes,low,past,1,MO,low,1
899,A34B9FXOCN08RW,test_hair,low,past,1,MO,low,1
900,A1YIBSKY9U31X6,test_books,low,past,1,MO,low,0
901,A1YIBSKY9U31X6,test_coffee,low,past,1,MO,low,1
902,A1YIBSKY9U31X6,test_shoes,low,past,1,MO,low,0
903,AC5UD8N187QD6,test_yarn,low,past,1,MO,low,0
904,AC5UD8N187QD6,test_shoes,low,past,1,MO,low,0
905,A2WWYVKGZZXBOB,test_shoes,low,past,1,MO,low,0
906,A2WWYVKGZZXBOB,test_yarn,low,past,1,MO,low,0
907,A2WWYVKGZZXBOB,test_books,low,past,1,MO,low,0
908,A25FNSFSB048DL,test_coffee,low,past,1,MO,low,1
909,A25FNSFSB048DL,test_hair,low,past,1,MO,low,0
910,A25FNSFSB048DL,test_books,low,past,1,MO,low,0
911,A10UWP6T47G9TR,test_coffee,low,past,1,MO,low,0
912,A20SL254675EOK,test_books,low,past,1,MO,low,0
913,A36OS4XKUJF4NB,test_shoes,low,past,1,MO,low,0
914,A36OS4XKUJF4NB,test_coffee,low,past,1,MO,low,0
915,A36OS4XKUJF4NB,test_books,low,past,1,MO,low,0
916,A36OS4XKUJF4NB,test_yarn,low,past,1,MO,low,0
917,A36OS4XKUJF4NB,test_hair,low,past,1,MO,low,0
918,A3QSJY1FFN0N6V,test_coffee,low,past,1,MO,low,1
919,A3QSJY1FFN0N6V,test_books,low,past,1,MO,low,1
920,A3QSJY1FFN0N6V,test_shoes,low,past,1,MO,low,1
921,A1UKAS30R0MFI6,test_yarn,low,past,1,MO,low,1
922,A1UKAS30R0MFI6,test_books,low,past,1,MO,low,1
923,A1UKAS30R0MFI6,test_shoes,low,past,1,MO,low,1
924,A1UKAS30R0MFI6,test_hair,low,past,1,MO,low,1
925,A3HXIGBCL1CRFS,test_books,low,past,1,MO,low,0
926,A3HXIGBCL1CRFS,test_hair,low,past,1,MO,low,0
927,A3HXIGBCL1CRFS,test_shoes,low,past,1,MO,low,0
928,A3A07QA5U733HQ,test_shoes,low,past,1,MO,low,1
929,A3A07QA5U733HQ,test_yarn,low,past,1,MO,low,1
930,A3A07QA5U733HQ,test_coffee,low,past,1,MO,low,1
931,A3A07QA5U733HQ,test_books,low,past,1,MO,low,1
932,A3A07QA5U733HQ,test_hair,low,past,1,MO,low,1
933,A3FY7A6Z3EVNRX,test_yarn,low,past,1,MO,low,0
934,A3FY7A6Z3EVNRX,test_hair,low,past,1,MO,low,0
935,A3FY7A6Z3EVNRX,test_books,low,past,1,MO,low,0
936,A3SL5QRF7MX2P1,test_books,low,past,1,MO,low,0
937,A3SL5QRF7MX2P1,test_coffee,low,past,1,MO,low,1
938,A31X9CV1UWZV8Z,test_yarn,low,past,1,MO,low,0
939,A31X9CV1UWZV8Z,test_hair,low,past,1,MO,low,1
940,A31X9CV1UWZV8Z,test_books,low,past,1,MO,low,0
941,A31X9CV1UWZV8Z,test_shoes,low,past,1,MO,low,0
942,A28Q4YJSLGWCL5,test_coffee,low,past,1,MO,low,0
943,A28Q4YJSLGWCL5,test_hair,low,past,1,MO,low,0
944,A2ZAORW27PCSU4,test_coffee,low,past,1,MO,low,0
945,A2ZAORW27PCSU4,test_hair,low,past,1,MO,low,1
946,ALJ70B2J04YR7,test_yarn,low,past,1,MO,low,0
947,ALJ70B2J04YR7,test_shoes,low,past,1,MO,low,0
948,ALJ70B2J04YR7,test_coffee,low,past,1,MO,low,0
949,AJW3PL5UDH4BP,test_books,low,past,1,MO,low,0
950,AJW3PL5UDH4BP,test_coffee,low,past,1,MO,low,0
951,A3O6OQEIHB2MYB,test_yarn,low,past,1,MO,low,0
952,A3O6OQEIHB2MYB,test_coffee,low,past,1,MO,low,0
953,A3EN5H82IBTJGF,test_coffee,low,past,1,MO,low,0
954,A3EN5H82IBTJGF,test_shoes,low,past,1,MO,low,1
955,A3EN5H82IBTJGF,test_hair,low,past,1,MO,low,1
956,A2JS70VVJQW2GR,test_shoes,low,past,1,MO,low,0
957,A33UMG50QSJ7KS,test_coffee,low,past,1,MO,low,1
958,A2PXJTMWGUE5DC,test_coffee,low,past,1,MO,low,1
959,A2PXJTMWGUE5DC,test_books,low,past,1,MO,low,0
960,A2PXJTMWGUE5DC,test_shoes,low,past,1,MO,low,1
961,A1B84JJ7ATWVJA,test_yarn,low,past,1,MO,low,1
962,A1B84JJ7ATWVJA,test_books,low,past,1,MO,low,0
963,A1B84JJ7ATWVJA,test_hair,low,past,1,MO,low,1
964,ADGH08WUP68ZF,test_coffee,low,past,1,MO,low,0
965,ADGH08WUP68ZF,test_books,low,past,1,MO,low,0
966,ADGH08WUP68ZF,test_shoes,low,past,1,MO,low,0
967,ADGH08WUP68ZF,test_yarn,low,past,1,MO,low,0
968,A2U0XDH72EN978,test_coffee,low,past,1,MO,low,0
969,A2U0XDH72EN978,test_yarn,low,past,1,MO,low,0
970,A2U0XDH72EN978,test_shoes,low,past,1,MO,low,0
971,A1Y82LKWQQP90M,test_coffee,low,past,1,MO,low,1
972,A1Y82LKWQQP90M,test_books,low,past,1,MO,low,0
973,A2N2GFB33ZMYGF,test_shoes,low,past,1,MO,low,1
974,A2N2GFB33ZMYGF,test_coffee,low,past,1,MO,low,0
975,A1BBZ5EMNSCZJR,test_shoes,low,past,1,MO,low,0
976,A1BBZ5EMNSCZJR,test_coffee,low,past,1,MO,low,0
977,a2ytqdlactliba,test_books,low,past,1,MO,low,0
978,a2ytqdlactliba,test_yarn,low,past,1,MO,low,0
979,AF8OT1W25HEM7,test_yarn,low,past,1,MO,low,1
980,A96JK3576FXG5,test_hair,low,past,1,MO,low,0
981,A96JK3576FXG5,test_shoes,low,past,1,MO,low,0
982,A96JK3576FXG5,test_coffee,low,past,1,MO,low,0
983,A96JK3576FXG5,test_books,low,past,1,MO,low,0
984,A2YLK83DQ6PA5Y,test_hair,low,past,1,MO,low,0
985,A2YLK83DQ6PA5Y,test_books,low,past,1,MO,low,0
986,A2YLK83DQ6PA5Y,test_shoes,low,past,1,MO,low,0
987,ARHBT4K14I7U,test_books,low,past,1,MO,low,0
988,ARHBT4K14I7U,test_yarn,low,past,1,MO,low,0
989,ARHBT4K14I7U,test_coffee,low,past,1,MO,low,0
990,ARHBT4K14I7U,test_shoes,low,past,1,MO,low,0
991,AECQ7QG4CQP69,test_shoes,low,past,1,MO,low,0
992,AECQ7QG4CQP69,test_hair,low,past,1,MO,low,0
993,A19L8SNH73AX1Z,test_hair,low,past,1,MO,low,1
994,A19L8SNH73AX1Z,test_shoes,low,past,1,MO,low,0
995,A19L8SNH73AX1Z,test_coffee,low,past,1,MO,low,0
996,A19L8SNH73AX1Z,test_yarn,low,past,1,MO,low,0
997,A19L8SNH73AX1Z,test_books,low,past,1,MO,low,0
998,A2C6HMH2FDM2CI,test_coffee,low,past,1,MO,low,1
999,A2C6HMH2FDM2CI,test_books,low,past,1,MO,low,0
1000,A3C5G8LGIAW0XL,test_shoes,low,past,1,MO,low,0
1001,A3C5G8LGIAW0XL,test_hair,low,past,1,MO,low,0
1002,A3C5G8LGIAW0XL,test_coffee,low,past,1,MO,low,0
1003,A0017268R9SKD8U2Y3F,test_books,low,past,1,MO,low,0
1004,A0017268R9SKD8U2Y3F,test_yarn,low,past,1,MO,low,0
1005,A0017268R9SKD8U2Y3F,test_coffee,low,past,1,MO,low,1
1006,A0017268R9SKD8U2Y3F,test_shoes,low,past,1,MO,low,1
1007,A2F2DDH12YU4AK,test_yarn,low,past,1,MO,low,0
1008,A2F2DDH12YU4AK,test_hair,low,past,1,MO,low,0
1009,A2F2DDH12YU4AK,test_shoes,low,past,1,MO,low,0
1010,A2F2DDH12YU4AK,test_books,low,past,1,MO,low,0
1011,A3CZ2S6TCQTJBK,test_books,low,past,1,MO,low,0
1012,A3CZ2S6TCQTJBK,test_coffee,low,past,1,MO,low,0
1013,A3CZ2S6TCQTJBK,test_hair,low,past,1,MO,low,1
1014,A2OSK4VP3ZOV7O,test_yarn,low,past,1,MO,low,0
1015,A2OSK4VP3ZOV7O,test_hair,low,past,1,MO,low,0
1016,AL7UTA8J27TFK,test_yarn,low,past,1,MO,low,0
1017,AL7UTA8J27TFK,test_books,low,past,1,MO,low,0
1018,AZ8JL3QNIPY4U,test_shoes,low,past,1,MO,low,0
1019,AZ8JL3QNIPY4U,test_books,low,past,1,MO,low,0
1020,AZ8JL3QNIPY4U,test_hair,low,past,1,MO,low,0
1021,AZ8JL3QNIPY4U,test_yarn,low,past,1,MO,low,0
1022,A1CSHXVJJ8BPHH,test_books,low,past,1,MO,low,0
1023,A1CSHXVJJ8BPHH,test_yarn,low,past,1,MO,low,1
1024,A1CSHXVJJ8BPHH,test_shoes,low,past,1,MO,low,0
1025,A1CSHXVJJ8BPHH,test_coffee,low,past,1,MO,low,0
1026,A1CSHXVJJ8BPHH,test_hair,low,past,1,MO,low,0
1027,A2Q1BS4JJ10J8H,test_hair,low,past,1,MO,low,0
1028,A2Q1BS4JJ10J8H,test_yarn,low,past,1,MO,low,0
1029,A2Q1BS4JJ10J8H,test_books,low,past,1,MO,low,0
1030,A3LT7W355XOAKF,test_hair,low,past,1,MO,low,0
1031,A3LT7W355XOAKF,test_coffee,low,past,1,MO,low,1
1032,A3LT7W355XOAKF,test_books,low,past,1,MO,low,1
1033,A1CGDMOPDIC7EU,test_hair,low,past,1,MO,low,1
1034,A1CGDMOPDIC7EU,test_yarn,low,past,1,MO,low,0
1035,A1CGDMOPDIC7EU,test_books,low,past,1,MO,low,0
1036,A3AY0315YWWNXY,test_coffee,low,past,1,MO,low,0
1037,AQKB8JSBEMXK9,test_books,low,past,1,MO,low,0
1038,AQKB8JSBEMXK9,test_yarn,low,past,1,MO,low,1
1039,AQKB8JSBEMXK9,test_shoes,low,past,1,MO,low,1
1040,A8KX1HFH8NE2Q,test_books,low,past,1,MO,low,0
1041,A8KX1HFH8NE2Q,test_shoes,low,past,1,MO,low,0
1042,A8KX1HFH8NE2Q,test_coffee,low,past,1,MO,low,0
1043,AKHH4W14A6AN9,test_yarn,low,past,1,MO,low,0
1044,AKHH4W14A6AN9,test_coffee,low,past,1,MO,low,0
1045,AKHH4W14A6AN9,test_hair,low,past,1,MO,low,0
1046,A3KCZB9IL6CVH,test_yarn,low,past,1,MO,low,0
1047,A3KCZB9IL6CVH,test_hair,low,past,1,MO,low,0
1048,A3KCZB9IL6CVH,test_shoes,low,past,1,MO,low,0
1049,A27K37YQZDPER6,test_books,low,past,1,MO,low,0
1050,A27K37YQZDPER6,test_coffee,low,past,1,MO,low,1
1051,A27K37YQZDPER6,test_hair,low,past,1,MO,low,0
1052,A27K37YQZDPER6,test_shoes,low,past,1,MO,low,0
1053,A27K37YQZDPER6,test_yarn,low,past,1,MO,low,0
1054,A3KE35E6VK782J,test_yarn,low,past,1,MO,low,0
1055,A3KE35E6VK782J,test_hair,low,past,1,MO,low,0
1056,AA4O2W236E3FW,test_coffee,low,past,1,MO,low,0
1057,AA4O2W236E3FW,test_books,low,past,1,MO,low,0
1058,AA4O2W236E3FW,test_shoes,low,past,1,MO,low,0
1059,AA4O2W236E3FW,test_yarn,low,past,1,MO,low,0
1060,A1ODA3Q5H6HTDQ,test_shoes,low,past,1,MO,low,0
1061,A1ODA3Q5H6HTDQ,test_yarn,low,past,1,MO,low,0
1062,A1ODA3Q5H6HTDQ,test_hair,low,past,1,MO,low,1
1063,A1ODA3Q5H6HTDQ,test_coffee,low,past,1,MO,low,1
1064,AL36KBFL3ORCD,test_hair,low,past,1,MO,low,1
1065,AL36KBFL3ORCD,test_coffee,low,past,1,MO,low,0
1066,AL36KBFL3ORCD,test_yarn,low,past,1,MO,low,1
1067,AL36KBFL3ORCD,test_shoes,low,past,1,MO,low,0
1068,A9HQ3E0F2AGVO,test_hair,low,past,1,MO,low,0
1069,A9HQ3E0F2AGVO,test_yarn,low,past,1,MO,low,0
1070,A1LC7VHVIFI8BP,test_books,low,past,1,MO,low,0
1071,A1LC7VHVIFI8BP,test_yarn,low,past,1,MO,low,0
1072,A1LC7VHVIFI8BP,test_shoes,low,past,1,MO,low,1
1073,ACFJI8D9OGJTL,test_coffee,low,past,1,MO,low,0
1074,ACFJI8D9OGJTL,test_books,low,past,1,MO,low,1
1075,ACFJI8D9OGJTL,test_yarn,low,past,1,MO,low,0
1076,A221N4JDWK8XK0,test_shoes,low,past,1,MO,low,0
1077,A221N4JDWK8XK0,test_hair,low,past,1,MO,low,0
1078,A221N4JDWK8XK0,test_books,low,past,1,MO,low,0
1079,A1KTPYX40PRLVW,test_coffee,low,past,1,MO,low,0
1080,A1KTPYX40PRLVW,test_books,low,past,1,MO,low,0
1081,AL6WVETPGOW1A,test_hair,low,past,1,MO,low,0
1082,AL6WVETPGOW1A,test_shoes,low,past,1,MO,low,1
1083,AL6WVETPGOW1A,test_yarn,low,past,1,MO,low,0
1084,A372F1FDPWXBY3,test_hair,low,past,1,MO,low,1
1085,A372F1FDPWXBY3,test_coffee,low,past,1,MO,low,1
1086,A3V8RZYN8NBK2O,test_hair,low,past,1,MO,low,0
1087,A3V8RZYN8NBK2O,test_coffee,low,past,1,MO,low,0
1088,A3V8RZYN8NBK2O,test_books,low,past,1,MO,low,0
1089,A3V8RZYN8NBK2O,test_shoes,low,past,1,MO,low,0
1090,A3V8RZYN8NBK2O,test_yarn,low,past,1,MO,low,1
1091,A107RJSS561Y7R,test_hair,low,past,1,MO,low,0
1092,A107RJSS561Y7R,test_shoes,low,past,1,MO,low,0
1093,A2NZ7RMSBXESNI,test_yarn,low,past,1,MO,low,0
1094,A2NZ7RMSBXESNI,test_books,low,past,1,MO,low,0
1095,A2NZ7RMSBXESNI,test_hair,low,past,1,MO,low,0
1096,A2NZ7RMSBXESNI,test_shoes,low,past,1,MO,low,0
1097,A2WKZI3JQCE3Z6,test_coffee,low,past,1,MO,low,1
1098,A2WKZI3JQCE3Z6,test_hair,low,past,1,MO,low,1
1099,A5TI9UQEPLNWI,test_coffee,low,past,1,MO,low,0
1100,A5TI9UQEPLNWI,test_hair,low,past,1,MO,low,0
1101,A1HXEXQTZCJ1DW,test_books,low,past,1,MO,low,0
1102,A1HXEXQTZCJ1DW,test_hair,low,past,1,MO,low,0
1103,A1HXEXQTZCJ1DW,test_coffee,low,past,1,MO,low,0
1104,A1HXEXQTZCJ1DW,test_yarn,low,past,1,MO,low,0
1105,A1HXEXQTZCJ1DW,test_shoes,low,past,1,MO,low,0
1106,A1E1ZAHNCSVLIT,test_books,low,past,1,MO,low,1
1107,A1E1ZAHNCSVLIT,test_hair,low,past,1,MO,low,1
1108,A1FS8SBR4SDWYG,test_books,low,past,1,MO,low,1
1109,A1FS8SBR4SDWYG,test_coffee,low,past,1,MO,low,1
1110,A1FS8SBR4SDWYG,test_yarn,low,past,1,MO,low,0
1111,A24L4Y8HCZSUIF,test_shoes,low,past,1,MO,low,0
1112,A24L4Y8HCZSUIF,test_coffee,low,past,1,MO,low,1
1113,A24L4Y8HCZSUIF,test_books,low,past,1,MO,low,1
1114,A1PAMVTKGCXSWQ,test_yarn,low,past,1,MO,low,1
1115,A1PAMVTKGCXSWQ,test_hair,low,past,1,MO,low,1
1116,A1PAMVTKGCXSWQ,test_shoes,low,past,1,MO,low,1
1117,A3VD9VK9NLEVMN,test_yarn,low,past,1,MO,low,1
1118,A3VD9VK9NLEVMN,test_shoes,low,past,1,MO,low,0
1119,A3VD9VK9NLEVMN,test_books,low,past,1,MO,low,1
1120,A3VD9VK9NLEVMN,test_coffee,low,past,1,MO,low,0
1121,A1IJ86B8ZRKXBI,test_yarn,low,past,1,MO,low,0
1122,A1IJ86B8ZRKXBI,test_shoes,low,past,1,MO,low,0
1123,A1IJ86B8ZRKXBI,test_hair,low,past,1,MO,low,0
1124,A1IJ86B8ZRKXBI,test_coffee,low,past,1,MO,low,0
1125,A3NK47PYLGRNFC,test_coffee,low,past,1,MO,low,1
1126,A3NK47PYLGRNFC,test_books,low,past,1,MO,low,1
1127,A3NK47PYLGRNFC,test_yarn,low,past,1,MO,low,1
1128,AVXEDARJC5HLU,test_books,low,past,1,MO,low,1
1129,AVXEDARJC5HLU,test_yarn,low,past,1,MO,low,1
1130,AVXEDARJC5HLU,test_hair,low,past,1,MO,low,1
1131,AVXEDARJC5HLU,test_shoes,low,past,1,MO,low,1
1132,A3QPVH0DRW0ZQV,test_coffee,low,past,1,MO,low,0
1133,A3QPVH0DRW0ZQV,test_hair,low,past,1,MO,low,0
1134,A3QPVH0DRW0ZQV,test_books,low,past,1,MO,low,0
1135,A3QPVH0DRW0ZQV,test_yarn,low,past,1,MO,low,0
1136,A30K9F91VNW9BL,test_coffee,low,past,1,MO,low,1
1137,A30K9F91VNW9BL,test_shoes,low,past,1,MO,low,1
1138,A30K9F91VNW9BL,test_yarn,low,past,1,MO,low,0
1139,A30K9F91VNW9BL,test_books,low,past,1,MO,low,0
1140,AWAW665TQQP2F,test_yarn,low,past,1,MO,low,0
1141,AWAW665TQQP2F,test_books,low,past,1,MO,low,1
1142,A250FES5PFCGK9,test_yarn,low,past,1,MO,low,0
1143,A250FES5PFCGK9,test_coffee,low,past,1,MO,low,1
1144,A250FES5PFCGK9,test_hair,low,past,1,MO,low,1
1145,A250FES5PFCGK9,test_shoes,low,past,1,MO,low,1
1146,A250FES5PFCGK9,test_books,low,past,1,MO,low,1
1147,ABI1EI8UQK6LK,test_hair,low,past,1,MO,low,0
1148,ABI1EI8UQK6LK,test_books,low,past,1,MO,low,0
1149,ABI1EI8UQK6LK,test_coffee,low,past,1,MO,low,0
1150,A3JT22BLG866CK,test_hair,low,past,1,MO,low,1
1151,A3JT22BLG866CK,test_shoes,low,past,1,MO,low,0
1152,A3JT22BLG866CK,test_yarn,low,past,1,MO,low,0
1153,A3JT22BLG866CK,test_coffee,low,past,1,MO,low,1
1154,AGC3T6724JUAF,test_yarn,low,past,1,MO,low,0
1155,AGC3T6724JUAF,test_books,low,past,1,MO,low,0
1156,AGC3T6724JUAF,test_coffee,low,past,1,MO,low,0
1157,A2NA2OJT15COZY,test_books,low,past,1,MO,low,0
1158,A2NA2OJT15COZY,test_shoes,low,past,1,MO,low,1
1159,A2NA2OJT15COZY,test_yarn,low,past,1,MO,low,0
1160,A2NA2OJT15COZY,test_hair,low,past,1,MO,low,0
1161,AVD6HMIO1HLFI,test_books,low,past,1,MO,low,1
1162,AVD6HMIO1HLFI,test_coffee,low,past,1,MO,low,1
1163,AVD6HMIO1HLFI,test_yarn,low,past,1,MO,low,0
1164,A3DTPUNCHRVGP4,test_hair,low,past,1,MO,low,0
1165,A3DTPUNCHRVGP4,test_coffee,low,past,1,MO,low,0
1166,A1JQ3GAFW1XZYZ,test_books,low,present,1,MO,low,0
1167,A1JQ3GAFW1XZYZ,test_coffee,low,present,1,MO,low,0
1168,A1JQ3GAFW1XZYZ,test_hair,low,present,1,MO,low,1
1169,A251YA0XPAWWIQ,test_hair,low,present,1,MO,low,0
1170,A251YA0XPAWWIQ,test_yarn,low,present,1,MO,low,0
1171,A251YA0XPAWWIQ,test_shoes,low,present,1,MO,low,1
1172,A251YA0XPAWWIQ,test_coffee,low,present,1,MO,low,0
1173,A3PLDW841STU8B,test_coffee,low,present,1,MO,low,1
1174,A3PLDW841STU8B,test_yarn,low,present,1,MO,low,0
1175,A3PLDW841STU8B,test_books,low,present,1,MO,low,0
1176,A3PLDW841STU8B,test_hair,low,present,1,MO,low,0
1177,A3A4UFCFF9DMW3,test_books,low,present,1,MO,low,0
1178,A3A4UFCFF9DMW3,test_shoes,low,present,1,MO,low,1
1179,A3A4UFCFF9DMW3,test_hair,low,present,1,MO,low,1
1180,A3A4UFCFF9DMW3,test_coffee,low,present,1,MO,low,1
1181,A1WKF2VH7TV0H2,test_shoes,low,present,1,MO,low,1
1182,A1WKF2VH7TV0H2,test_coffee,low,present,1,MO,low,0
1183,A1WKF2VH7TV0H2,test_books,low,present,1,MO,low,0
1184,ADUACF4TW5833,test_coffee,low,present,1,MO,low,0
1185,ADUACF4TW5833,test_shoes,low,present,1,MO,low,0
1186,ADUACF4TW5833,test_yarn,low,present,1,MO,low,0
1187,ABZ1LM3J8REE6,test_shoes,low,present,1,MO,low,0
1188,ABZ1LM3J8REE6,test_coffee,low,present,1,MO,low,0
1189,ABZ1LM3J8REE6,test_books,low,present,1,MO,low,1
1190,ABZ1LM3J8REE6,test_hair,low,present,1,MO,low,1
1191,A1WL6K3EUA2WOX,test_shoes,low,present,1,MO,low,1
1192,A1WL6K3EUA2WOX,test_hair,low,present,1,MO,low,1
1193,A1WL6K3EUA2WOX,test_yarn,low,present,1,MO,low,1
1194,A1WL6K3EUA2WOX,test_books,low,present,1,MO,low,1
1195,A1WL6K3EUA2WOX,test_coffee,low,present,1,MO,low,1
1196,A2APHZ2KOI1MPI,test_hair,low,present,1,MO,low,1
1197,A2APHZ2KOI1MPI,test_coffee,low,present,1,MO,low,1
1198,A2APHZ2KOI1MPI,test_books,low,present,1,MO,low,1
1199,A1C7XI68SED8JE,test_shoes,low,present,1,MO,low,1
1200,A1C7XI68SED8JE,test_coffee,low,present,1,MO,low,1
1201,A1C7XI68SED8JE,test_yarn,low,present,1,MO,low,1
1202,A15340BRCER2UO,test_coffee,low,present,1,MO,low,0
1203,A15340BRCER2UO,test_books,low,present,1,MO,low,0
1204,AL5UXD1GLG4X0,test_shoes,low,present,1,MO,low,0
